ZIP,Name,Specialty,Address,latitude,longitude
90017,"Dr. Salvador Rios, MD",Emergency Medicine,"1225 Wilshire Blvd, Los Angeles, CA 90017",34.054581,-118.2654301
90017,"Dr. Thomas Hirose, MD",Blood Banking & Transfusion Medicine,"1225 Wilshire Blvd, Los Angeles, CA 90017",34.054581,-118.2654301
90017,"Dr. Andrew Oh, MD",Emergency Medicine,"1225 Wilshire Blvd, Los Angeles, CA 90017",34.054581,-118.2654301
90017,"Dr. Karen Kim, DO",Family Medicine,"1127 Wilshire Blvd Ste 403, Los Angeles, CA 90017",34.0530706,-118.264043
90017,"Dr. Quazi Al-Tariq, MD",Diagnostic Radiology,"1127 Wilshire Blvd Ste 202, Los Angeles, CA 90017",34.0543408,-118.2636306
90017,"Dr. Beatriz Tamayo, MD",Internal Medicine,"1127 Wilshire Blvd Ste 202, Los Angeles, CA 90017",34.0543408,-118.2636306
90017,"Dr. John Kim, MD",Podiatry,"1127 Wilshire Blvd Ste 202, Los Angeles, CA 90017",34.0543408,-118.2636306
90017,"Dr. Artin Shakhbandaryan, DPM",Podiatry,"1245 Wilshire Blvd Ste 715, Los Angeles, CA 90017",34.0540909,-118.2659333
90017,"Dr. Andrew Zadeh, MD",Cardiology,"1245 Wilshire Blvd Ste 703, Los Angeles, CA 90017",34.0541545,-118.2658859
90017,"Dr. Ivan Ho, MD",Cardiology,"1245 Wilshire Blvd Ste 703, Los Angeles, CA 90017",34.0541545,-118.2658859
90017,"Dr. Douglas Matsunaga, MD",Ophthalmology,"1245 Wilshire Blvd Ste 380, Los Angeles, CA 90017",34.054228,-118.2658652
90017,"Dr. Jeffrey Tan, MD",Vitreoretinal Disease & Surgery,"1245 Wilshire Blvd Ste 380, Los Angeles, CA 90017",34.054228,-118.2658652
90017,"Dr. Katrina Parrish, MD",Family Medicine,"1055 W 7th St Fl 10, Los Angeles, CA 90017",34.0508369,-118.263032
90017,Jennifer Olney,Marriage & Family Therapy,"600 St Paul Ave, Los Angeles, CA 90017",34.0530933,-118.260626
90017,"Dr. Monthakan Ratnarathorn, MD",Orthopedic Surgery,"814 Francisco St, Los Angeles, CA 90017",34.0482066,-118.2629583
90017,"Casey Hicks, FNP",Telemedicine,"818 W 7th St, Los Angeles, CA 90017",34.0487865,-118.2593775
90019,"Dongchul Yang, LAC",Acupuncture,"3523 W Olympic Blvd, Los Angeles, CA 90019",34.0527324,-118.3154351
90019,"Dr. Siu Jin, OMD",Acupuncture,"3523 W Olympic Blvd, Los Angeles, CA 90019",34.0527324,-118.3154351
90020,"Dr. Daesoon Leem, MD",Sports Medicine,"3663 W 6th St Ste 103, Los Angeles, CA 90020",34.0639438,-118.3020377
90020,"Dr. Elisa Park, MD",Internal Medicine,"3663 W 6th St Ste 106, Los Angeles, CA 90020",34.064079,-118.3019046
90022,"Dr. Edgar Toscano, MD",Internal Medicine,"5240 E Beverly Blvd, Los Angeles, CA 90022",34.0313104,-118.1525211
90022,"Dr. Lathika Raakesh, MD",Nephrology,"5220 Telford St, Los Angeles, CA 90022",34.0344744,-118.152454
90022,"Dr. Negar Kahen, MD",Internal Medicine,"245 S Fetterly Ave, Los Angeles, CA 90022",34.0340632,-118.1613545
90022,"Dr. Stephanie Pezeshkian, MD",Family Medicine,"5427 Whittier Blvd, Los Angeles, CA 90022",34.0198703,-118.1532432
90022,"Dr. Monique Gittens, MD",Pediatrics,"4755 E Cesar E Chavez Ave, Los Angeles, CA 90022",34.0409162,-118.1628503
90022,"Dr. Pejman Bady, DO",Family Medicine,"5726 E Olympic Blvd, Commerce, CA 90022",34.0136167,-118.1472828
90022,"Dr. John Kim, MD",Podiatry,"6201 Whittier Blvd Ste 15, Los Angeles, CA 90022",34.0167254,-118.1377319
90023,"Dr. Kiritkumar Shah, MD",Family Medicine,"3444 Whittier Blvd Ste Aa, Los Angeles, CA 90023",34.0269402,-118.199737
90023,"Dr. Ruben Ruiz, MD",Bariatric Medicine,"3342 Whittier Blvd, Los Angeles, CA 90023",34.0278455,-118.2017134
90023,"Dr. John Fosbinder, DO",Emergency Medicine,"4081 E Olympic Blvd, Los Angeles, CA 90023",34.0193498,-118.1865467
90023,"Dr. David Escobar, DO",Family Medicine,"3945 Whittier Blvd, Los Angeles, CA 90023",34.0241525,-118.1877071
90024,"Dr. Christina Han, MD",Maternal-Fetal Medicine,"1010 Veteran Ave, Los Angeles, CA 90024",34.0605391,-118.4478645
90024,"Dr. Bevra Hahn, MD",Rheumatology,"1000 Veteran Ave, Los Angeles, CA 90024",34.0608374,-118.4493134
90024,"Dr. Andrea Rapkin, MD",Obstetrics & Gynecology,"1010 Veteran Ave, Los Angeles, CA 90024",34.0605391,-118.4478645
90024,"Dr. Shaya Noorian, MD",Internal Medicine,"1000 Veteran Ave Ste A641, Los Angeles, CA 90024",34.0607629,-118.4492473
90024,"Dr. Joseph Lynch III, MD",Pulmonary Disease,"1145 Gayley Ave Ste 301, Los Angeles, CA 90024",34.0595769,-118.4464056
90024,"Dr. Ram Singh, MD",Rheumatology,"1000 Veteran Ave Rm 32-59, Los Angeles, CA 90024",34.0607737,-118.4492124
90024,"Dr. Linh Truong, MD",Rheumatology,"1000 Veteran Ave Rm 31-79, Los Angeles, CA 90024",34.0608374,-118.4493134
90024,"Dr. Michael Garcia, MD",Internal Medicine,"1000 Veteran Ave Ste A-660, Los Angeles, CA 90024",34.0608374,-118.4493134
90024,"Dr. Heather Bukiri, MD",Rheumatology,"1000 Veteran Ave Rm 32-59, Los Angeles, CA 90024",34.0607737,-118.4492124
90024,"Dr. Hormoz Zahiri, MD",Orthopedic Surgery,"1015 Gayley Ave Ste 101, Los Angeles, CA 90024",34.0614153,-118.4480372
90025,"Dr. Aarti Madan, MD",Family Medicine,"1950 Sawtelle Blvd Ste 130, Los Angeles, CA 90025",34.041609,-118.4437591
90025,"Dr. Kevin Justus, MD",Maternal-Fetal Medicine,"1990 Westwood Blvd Ste 238, Los Angeles, CA 90025",34.0469906,-118.4340627
90025,"Dr. Lori Silver, MD",Maternal-Fetal Medicine,"1990 Westwood Blvd Ste 238, Los Angeles, CA 90025",34.0469906,-118.4340627
90025,"Dr. Lisa Meneshian, PHD",Clinical Psychology,"2001 S Barrington Ave Ste 216, Los Angeles, CA 90025",34.0365689,-118.4503988
90025,"Monique Little, MA",Counseling,"2001 S Barrington Ave, Los Angeles, CA 90025",34.0365836,-118.4501239
90025,"Joanna Fowler, LAC",Acupuncture,"2001 S Barrington Ave Ste 216, Los Angeles, CA 90025",34.0365689,-118.4503988
90026,"Dr. Eric Huang, MD",Family Medicine,"2110 W Sunset Blvd Ste M, Los Angeles, CA 90026",34.077258,-118.2641078
90026,"Dr. Mary Harton, DO",Family Medicine,"2110 W Sunset Blvd, Los Angeles, CA 90026",34.077498,-118.2642063
90026,"Dr. Scott Crismon, DPM",Podiatry,"1711 W Temple St, Los Angeles, CA 90026",34.0695317,-118.2634888
90026,"Timothy Hatcher, CRNA",Nurse Anesthesiology,"1711 W Temple St, Los Angeles, CA 90026",34.0695317,-118.2634888
90026,"Dr. Katayoun Abtin, DPM",Podiatry,"1711 W Temple St, Los Angeles, CA 90026",34.0695317,-118.2634888
90026,Valentina Martinez,Nursing (Registered Nurse),"1711 W Temple St, Los Angeles, CA 90026",34.0695317,-118.2634888
90026,"Dr. Vlad Gendelman, MD",Orthopedic Surgery,"1711 W Temple St Ste 4607, Los Angeles, CA 90026",34.0681012,-118.2618443
90026,"Kelly Lloyd, MA",Marriage & Family Therapy,"2967 Scott Pl, Los Angeles, CA 90026",34.0860843,-118.2711358
90026,"Dr. Artin Shakhbandaryan, DPM",Podiatry,"3030 W Temple St Ste 106, Los Angeles, CA 90026",34.0745812,-118.2800841
90026,"Dr. Jeko Behfarin, MD",Obstetrics & Gynecology,"3030 W Temple St Ste 106, Los Angeles, CA 90026",34.0745812,-118.2800841
90026,"Dr. Ron Birnbaum, MD",Dermatology,"863 Lucile Ave, Los Angeles, CA 90026",34.0850728,-118.2831433
90027,"Kimberly Knight Ortiz, MS",Counseling,"4470 W Sunset Blvd Ste 107, Los Angeles, CA 90027",34.0977718,-118.2871681
90027,"Jessica Heinfeld, LMSW",Social Work,"4470 W Sunset Blvd Ste 107, Los Angeles, CA 90027",34.0977718,-118.2871681
90027,"Dr. William Tuong, MD",Internal Medicine,"1922 Hillhurst Ave, Los Angeles, CA 90027",34.106178,-118.2871395
90027,"Dr. Jack Yu, MD",Geriatric Medicine,"1530 Hillhurst Ave, Los Angeles, CA 90027",34.0989307,-118.2870643
90028,"Dr. Hae-Ri Song, MD",Pediatric Neurology,"6430 W Sunset Blvd Ste 600, Los Angeles, CA 90028",34.0976866,-118.3300019
90028,"Dr. Maryam Ghavami-Maibodi, MD",Pediatrics,"6430 W Sunset Blvd Ste 600, Los Angeles, CA 90028",34.0976866,-118.3300019
90028,"Dr. Caroline Beyer, MD",Family Medicine,"1625 Schrader Blvd, Los Angeles, CA 90028",34.1005519,-118.3327323
90028,"Dr. Yoon Jiseung, MD",Public Health & General Preventive Medicine,"1776 N Highland Ave, Los Angeles, CA 90028",34.1038073,-118.338321
90028,"Caitlin Crandall, LCSW",Social Work,"7080 Hollywood Blvd Ste 815, Los Angeles, CA 90028",34.1011641,-118.3445035
90029,"Alexandra Bruehl, LAC",Acupuncture,"4306 Melrose Ave, Los Angeles, CA 90029",34.08346170000001,-118.2944355
90031,"Dr. Mark Montano, MD",Neurology,"2813 N Broadway, Los Angeles, CA 90031",34.0741709,-118.2125404
90031,Jeaneth Arriaga,Marriage & Family Therapy,"2309 Daly St, Los Angeles, CA 90031",34.0722532,-118.215974
90034,"Jessica Heinfeld, LMSW",Social Work,"3415 S Sepulveda Blvd Fl 11, Los Angeles, CA 90034",34.0200738,-118.4238861
90034,Keith Warwick,Physical Therapy,"3283 Motor Ave Ste 120, Los Angeles, CA 90034",34.0293141,-118.4111687
90034,"Iris Los Reyes, LCSW",Social Work,"6041 Cadillac Ave Fl 2, Los Angeles, CA 90034",34.0386088,-118.3743452
90034,"Lindsay Royal, PT",Pediatric Physical Therapy,"6041 Cadillac Ave Fl 4, Los Angeles, CA 90034",34.0386088,-118.3743452
90034,"Dr. Michael Devisser, MD",Emergency Medicine,"6041 Cadillac Ave, Los Angeles, CA 90034",34.0386088,-118.3743452
90034,"Dr. Yoko Ozawa, MD",Pulmonology,"6041 Cadillac Ave, Los Angeles, CA 90034",34.0386088,-118.3743452
90034,"Dr. Nikhil Tendulkar, MD",Orthopedic Surgery,"6041 Cadillac Ave, Los Angeles, CA 90034",34.0386088,-118.3743452
90035,"Dr. Shahriar Jarchi, MD",Internal Medicine,"1171 S Robertson Blvd, Los Angeles, CA 90035",34.05520449999999,-118.3838809
90035,"Dr. Joseph Hadi, MD",Physical Medicine & Rehabilitation,"1171 S Robertson Blvd, Los Angeles, CA 90035",34.05520449999999,-118.3838809
90035,"Dr. Daniel Radnia, MD",Family Medicine,"1016 S Robertson Blvd # 101, Los Angeles, CA 90035",34.0587581,-118.3834245
90035,"Dr. Samir Mehrotra, MD",Internal Medicine,"9233 W Pico Blvd Ste 230, Los Angeles, CA 90035",34.0555594,-118.3926671
90035,"Jennifer Yasharal, PA-C",Physician Assistant (PA),"822 S Robertson Blvd, Los Angeles, CA 90035",34.0619602,-118.3831734
90035,"Dr. Alfred Lavi, MD",Family Medicine,"1835 S La Cienega Blvd Ste 205, Los Angeles, CA 90035",34.0434891,-118.3793976
90035,"Dr. Rebecca Rada, DO",Family Medicine,"1399 Roxbury Dr Ste 100, Los Angeles, CA 90035",34.0539758,-118.402892
90035,"Dr. Joshua Khalili, MD",Internal Medicine,"1399 Roxbury Dr Ste 100, Los Angeles, CA 90035",34.0539758,-118.402892
90035,"Dr. Noah Ravenborg, MD",Internal Medicine,"1399 Roxbury Dr Ste 100, Los Angeles, CA 90035",34.0539758,-118.402892
90035,"Dr. Emery Chang, MD",Internal Medicine,"1399 Roxbury Dr Ste 100, Los Angeles, CA 90035",34.0539758,-118.402892
90036,"Dr. Howard Rubin, PHD",Clinical Psychology,"5757 Wilshire Blvd Ste 6, Los Angeles, CA 90036",34.0627069,-118.3539114
90036,"Dr. Paul Rodricks, MD",Pain Medicine Anesthesiology,"5757 Wilshire Blvd Ste 66, Los Angeles, CA 90036",34.06275189999999,-118.3536656
90036,"Dr. Stewart Gleischman, MD",General Surgery,"5757 Wilshire Blvd Ste 6, Los Angeles, CA 90036",34.0627069,-118.3539114
90036,"Dr. Alfred Roven, MD",Otolaryngology-Head and Neck Surgery,"5757 Wilshire Blvd Ste 6, Los Angeles, CA 90036",34.0627069,-118.3539114
90036,"Ellen Elphand, LAC",Acupuncture,"5820 Wilshire Blvd Ste 100, Los Angeles, CA 90036",34.0621685,-118.3557376
90036,"Polina Bowler, LAC",Acupuncture,"5820 Wilshire Blvd Ste 100, Los Angeles, CA 90036",34.0621685,-118.3557376
90036,"Carlos Padilla Villar, FNP",Family Medicine (Nurse Practitioner),"5901 W Olympic Blvd Ste 404, Los Angeles, CA 90036",34.0579365,-118.3601928
90036,"Dr. Behnam Tabibian, MD",Physical Medicine & Rehabilitation,"5901 W Olympic Blvd Ste 309, Los Angeles, CA 90036",34.0579439,-118.3601405
90037,"Dr. John Costandi, DMD",Oral & Maxillofacial Surgery,"5703 S Vermont Ave, Los Angeles, CA 90037",33.9902843,-118.2917601
90037,"Dr. Shiny Varghese, MD",Internal Medicine,"808 W 58th St, Los Angeles, CA 90037",33.9894926,-118.2876831
90041,"Dr. Vahe Sukiasyan, PSY.D",Psychology,"5015 Eagle Rock Blvd Ste 208, Los Angeles, CA 90041",34.1376026,-118.2149601
90041,"Dr. Paul Sucgang, DO",Family Medicine,"4623 Eagle Rock Blvd, Los Angeles, CA 90041",34.128182,-118.2177608
90042,"Brandon Horn, LAC",Acupuncture,"5910 Monterey Rd, Los Angeles, CA 90042",34.1048948,-118.1842198
90042,"Wendy Yu, LAC",Acupuncture,"5910 Monterey Rd, Los Angeles, CA 90042",34.1048948,-118.1842198
90042,"Steven Gomberg, LAC",Acupuncture,"5910 Monterey Rd, Los Angeles, CA 90042",34.1048948,-118.1842198
90042,"Rena Haley, LAC",Acupuncture,"5910 Monterey Rd, Los Angeles, CA 90042",34.1048948,-118.1842198
90042,"Sarah Bentolila, LAC",Acupuncture,"5910 Monterey Rd, Los Angeles, CA 90042",34.1048948,-118.1842198
90042,Madalina Mateescu,Acupuncture,"5910 Monterey Rd, Los Angeles, CA 90042",34.1048948,-118.1842198
90042,"Irina Nikonova, LAC",Acupuncture,"5910 Monterey Rd, Los Angeles, CA 90042",34.1048948,-118.1842198
90042,"Elena De Luna, LAC",Acupuncture,"5910 Monterey Rd, Los Angeles, CA 90042",34.1048948,-118.1842198
90042,Brittany Agorsah,Marriage & Family Therapy,"840 N Avenue 66, Los Angeles, CA 90042",34.1207301,-118.1721555
90045,"Dr. John Chang, MD",Clinical Informatics,"5767 W Century Blvd # 200STE, Los Angeles, CA 90045",33.9457897,-118.3826762
90045,"Dr. Jerome Greenberg, MD",Internal Medicine,"5767 W Century Blvd Ste 200, Los Angeles, CA 90045",33.9463693,-118.3826734
90045,"Jeffrey McFarland, PT",Physical Therapy,"9100 S Sepulveda Blvd Ste 104, Los Angeles, CA 90045",33.9541596,-118.3958008
90045,"Dr. Michael Araghi, DC",Chiropractic,"9100 S Sepulveda Blvd Ste 104, Los Angeles, CA 90045",33.9541596,-118.3958008
90045,"Douglas Hagy, PT",Physical Therapy,"9100 S Sepulveda Blvd Ste 116, Los Angeles, CA 90045",33.954205,-118.395756
90045,"Dr. Matthew Araghi, DC",Chiropractic,"9100 S Sepulveda Blvd Ste 104, Los Angeles, CA 90045",33.9541596,-118.3958008
90045,"Sunnam Kim, LAC",Acupuncture,"9100 S Sepulveda Blvd Ste 104, Los Angeles, CA 90045",33.9541596,-118.3958008
90045,"Marta Katz, PT",Physical Therapy,"9100 S Sepulveda Blvd Ste 116, Los Angeles, CA 90045",33.954205,-118.395756
90045,"Dr. Ardeshir Karimi, MD",Maternal-Fetal Medicine,"8540 S Sepulveda Blvd, Los Angeles, CA 90045",33.9601144,-118.395726
90045,"Dr. Carrie Stewart, MD",Urology,"8540 S Sepulveda Blvd Ste 9A11, Los Angeles, CA 90045",33.9601144,-118.395726
90045,"Dr. James Richards, MD",Internal Medicine,"6222 W Manchester Ave # A, Los Angeles, CA 90045",33.9594309,-118.395744
90045,"Dr. Kyrstin Lane, MD","Endocrinology, Diabetes & Metabolism","5767 W Century Blvd Ste 400, Los Angeles, CA 90045",33.9458296,-118.3828895
90045,"Dr. Kashia Rosenau, PHD",Psychology,"5767 W Century Blvd Ste 400, Los Angeles, CA 90045",33.9458296,-118.3828895
90045,"Dr. Elena Madan, MD",Anesthesiology,"5767 W Century Blvd Ste 400, Los Angeles, CA 90045",33.9458296,-118.3828895
90045,"Dr. Denise Freese, MD",Family Medicine,"5767 W Century Blvd Ste 200, Los Angeles, CA 90045",33.9463693,-118.3826734
90045,"Dr. Gabriela Melgoza, MD",Internal Medicine,"5767 W Century Blvd Ste 400, Los Angeles, CA 90045",33.9458296,-118.3828895
90045,"Dr. Loc Duong, MD",Internal Medicine,"5767 W Century Blvd Ste 400, Los Angeles, CA 90045",33.9458296,-118.3828895
90045,"Dr. Samik Shah, MD",Gastroenterology,"5767 W Century Blvd Ste 400, Los Angeles, CA 90045",33.9458296,-118.3828895
90045,"Dr. Jacqueline Gallardo, MD",Family Medicine,"5767 W Century Blvd Ste 400, Los Angeles, CA 90045",33.9458296,-118.3828895
90045,"Dr. Thomas Kovacs, MD",Gastroenterology,"5767 W Century Blvd Ste 200, Los Angeles, CA 90045",33.9463693,-118.3826734
90045,"Dr. Patricia Ganz, MD",Medical Oncology,"5767 W Century Blvd Ste 200, Los Angeles, CA 90045",33.9463693,-118.3826734
90047,Jessica Bessette,Nursing (Nurse Practitioner),"1704 W Manchester Ave Ste 109, Los Angeles, CA 90047",33.9597076,-118.3070359
90047,"Rina Dave, MPH",Family Medicine,"1550 W Manchester Ave, Los Angeles, CA 90047",33.959608,-118.3044676
90047,"Dr. Lawrence Robinson, MD",Pediatrics,"7301 S Western Ave, Los Angeles, CA 90047",33.973501,-118.309248
90048,"Dr. Duaa Jabari, MD",Neurology,"127 S San Vicente Blvd Ste A6600, Los Angeles, CA 90048",34.0747096,-118.3790062
90048,"Dr. Dale Sherman, PHD",Neuropsychology,"444 S San Vicente Blvd Ste 103, Los Angeles, CA 90048",34.0703433,-118.3755099
90048,"Dr. Mitzi Gonzales, PHD",Clinical Neuropsychology,"444 S San Vicente Blvd Ste 103, Los Angeles, CA 90048",34.0703433,-118.3755099
90048,"Dr. Nell Forman, MD",Anesthesiology,"444 S San Vicente Blvd Ste 1001, Los Angeles, CA 90048",34.0701525,-118.3753025
90048,"Dr. Ann Gottuso, PHD",Clinical Neuropsychology,"444 S San Vicente Blvd Ste 103, Los Angeles, CA 90048",34.0703433,-118.3755099
90048,"Dr. Sean Rajaee, MD",Orthopedic Surgery,"444 S San Vicente Blvd Ste 603, Los Angeles, CA 90048",34.0699944,-118.3752641
90048,"Dr. Kacey Hamilton, MD",Obstetrics & Gynecology,"444 S San Vicente Blvd Ste 1002, Los Angeles, CA 90048",34.0701384,-118.3752833
90048,"Dr. Rebecca Schneyer, MD",Obstetrics & Gynecology,"444 S San Vicente Blvd Ste 1002, Los Angeles, CA 90048",34.0701384,-118.3752833
90048,"Dr. Gabriela Dellapiana, MD",Maternal-Fetal Medicine,"444 S San Vicente Blvd Ste 1001, Los Angeles, CA 90048",34.0701525,-118.3753025
90048,"Dr. Jana Baumgarten, MD",Physical Medicine & Rehabilitation,"444 S San Vicente Blvd Ste 103, Los Angeles, CA 90048",34.0703433,-118.3755099
90048,"Dr. Brenton Winship, MD",Physical Medicine & Rehabilitation,"444 S San Vicente Blvd Ste 103, Los Angeles, CA 90048",34.0703433,-118.3755099
90048,"Dr. Mona Zall, DO",Physical Medicine & Rehabilitation,"444 S San Vicente Blvd Ste 103, Los Angeles, CA 90048",34.0703433,-118.3755099
90048,"Dr. Srikanth Rao, DO",Physical Medicine & Rehabilitation,"444 S San Vicente Blvd Ste 103, Los Angeles, CA 90048",34.0703433,-118.3755099
90048,"Dr. Erica Wang, MD",Reproductive Endocrinology & Infertility,"444 S San Vicente Blvd Ste 1002, Los Angeles, CA 90048",34.0701384,-118.3752833
90048,"Dr. Mary Nasmyth, MD",Physical Medicine & Rehabilitation,"444 S San Vicente Blvd Ste 103, Los Angeles, CA 90048",34.0703433,-118.3755099
90048,"Dr. Christopher Boudakian, DO",Physical Medicine & Rehabilitation,"444 S San Vicente Blvd Ste 103, Los Angeles, CA 90048",34.0703433,-118.3755099
90048,"Dr. Yue-Shan Yang, MD",Physical Medicine & Rehabilitation,"444 S San Vicente Blvd Ste 103, Los Angeles, CA 90048",34.0703433,-118.3755099
